company,source_type,text,sentiment_score,roberta_score,specificity_score,sector,ner_types
Santos,esg_report,"OOvveerrvviieeww Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Affordable, reliable energy is the lynchpin of any economy. Kevin Gallagher, The Australian s Energy Nation Forum 2025 Pikka phase 1 is more than 98 per cent net-zero emissions targets. It also provides the Aboriginal and Torres Strait Islander complete. It is nearing mechanical confidence in the potential to build and Student of the Year for the second completion, with commissioning operate a commercial third-party carbon consecutive year. progressing, and is on track to deliver storage business in the future. The annual Santos Environment, Health, a world-class, 80,000- bopd (gross) CCS is one of the technologies with real Safety and Sustainability Awards development. potential to abate emissions at scale celebrated exceptional employees, teams Planning future Pikka phases continued in today and there is no better example and innovative projects across our global 2025, leveraging shared infrastructure and than Moomba CCS. operating footprint. More information on expanding development across the field the 2025 winners can be found on our It has not only materially reduced as market conditions allow. website. our Scope 1 and 2 emissions, but the These milestones are more than technical pioneering initiative was externally In 2026, we remain focussed on executing achievements. Following a period of high recognised in 2025, winning the Energy our strategy in line with our disciplined capital intensity, we are entering a new Technology Company of the Year Award low-cost operating model and CAF. This phase of strong, stable production that at the Energy Council s annual APAC discipline combined with an all-in free will strengthen our position as a leading Awards in Singapore and the Environment cash flow break-even target of 45 to energy company in the Asia-Pacific region Award at the South Australian Premier s 50 per barrel, will position Santos to and generate strong cash flows. Awards in Energy and Mining. deliver strong results and provide superior shareholder returns. With disciplined investment, Santos is Creating shared value uniquely positioned to deliver profitable With line of sight to long-term, cash- growth. Momentum continues to build In addition to competitiveness in generative production and a healthy behind the Narrabri gas project, a key traditional energy while building portfolio of sustainable backfill and opportunity to supply new domestic pathways for future potential low carbon growth options, Santos remains strong gas in Australia. In the Beetaloo, Santos opportunities, Santos",0.9409,0.5058,0.5,Social & Labour,"['ORG', 'PERSON', 'ORG', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'ORDINAL', 'ORDINAL', 'ORG', 'GPE', 'ORG', 'ORG', 'DATE', 'DATE', 'ORG', 'DATE', 'CARDINAL', 'DATE', 'DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG', 'PERSON', 'GPE', 'CARDINAL', 'LOC', 'PERSON', 'NORP', 'CARDINAL', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'GPE', 'GPE', 'PERSON']"
Santos,esg_report,"addition to competitiveness in generative production and a healthy behind the Narrabri gas project, a key traditional energy while building portfolio of sustainable backfill and opportunity to supply new domestic pathways for future potential low carbon growth options, Santos remains strong gas in Australia. In the Beetaloo, Santos opportunities, Santos creates long-term and resilient. has already booked 1.4 trillion cubic feet value by delivering positive outcomes for (gross) of 2C Contingent resource from our stakeholders and our communities. On behalf of the Santos management team, thank you for your support only three wells, with an appraisal program In 2025, the Cooper Basin Ranger across 2025. planned in 2026. Program employed 15 rangers from five Traditional Owner groups. We Climate and carbon storage also expanded the Tiwi Island Rangers targets Program through a multi-million dollar Santos approach is to balance disciplined, commitment from the Barossa Aboriginal phased investment in growth projects Future Fund. Kevin Gallagher that address global energy demand with These initiatives complemented our Managing Director and CEO investment in innovative solutions for the commitment to building a diverse energy transition. workforce and fostering an inclusive This message is current as at 31 December 2025. Supported by the Moomba CCS project, workplace. In 2025, female representation in 2025, Santos achieved our 2030 target increased across both field and non-field to reduce Scope 1 and 2 net emissions roles, while Aboriginal and Torres Strait (equity share) by 30 per cent. Islander representation increased from 2.7 per cent in 2024 to 3 per cent across This is a major milestone and builds on our Australian workforce in 2025. our achievement of reaching our 2025 emissions reduction targets early and This focus was externally recognised progressing towards our Scope 1 and 2 at the 2025 Northern Territory Training Awards, where a Santos employee won 7",0.9556,0.6267,1.0,Emissions & Carbon,"['ORG', 'PERSON', 'GPE', 'GPE', 'PERSON', 'QUANTITY', 'CARDINAL', 'PERSON', 'DATE', 'FAC', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'MONEY', 'PERSON', 'ORG', 'PERSON', 'DATE', 'ORG', 'DATE', 'DATE', 'PERSON', 'DATE', 'PRODUCT', 'CARDINAL', 'ORG', 'MONEY', 'MONEY', 'DATE', 'MONEY', 'NORP', 'DATE', 'DATE', 'EVENT', 'PERSON', 'CARDINAL']"
Santos,esg_report,"Santos Annual Report 2025 Our strategy Santos purpose is to provide reliable and affordable energy to help create a better world for everyone. In 2025, the Company refreshed its strategy with a renewed focus on growth. Business strategy Santos strategy leverages our diversified Our infrastructure-led growth model is and extensive resource base. Unlocking focussed on building around existing Santos backfill, sustain and decarbonise, value from this resource base is enabled infrastructure and assets. build and grow, and low carbon fuels by our strong self-execution capabilities, strategy builds on the successful disciplined low-cost operating model Capital allocation framework strategy over the past 10 years to and CAF. Santos portfolio includes Our strategy is underpinned by our transform the company to become a three world-class LNG projects PNG capital allocation framework, which sets reliable and low-cost energy producer. LNG, Gladstone LNG and Darwin LNG clear principles for disciplined investment The addition of the build and grow complemented by our integrated oil and in the business, shareholder returns and horizon reflects our ambition to unlock gas business in West Coast Australia, balance sheet strength. The CAF targets greater value for shareholders in-line East Coast Australia and Alaska. These returns to shareholders of at least 60 per with our disciplined CAF. assets provide strong cash flow resilience cent of all-in free cash flow once Barossa Our commitment to backfilling and and flexibility to capture value in dynamic LNG and Pikka phase 1 are producing sustaining core assets helps ensure markets. and prioritises sustainable production we maximise the value of our existing of 100 120 mmboe per annum for External market context infrastructure and develop our upstream 2026 2030. Importantly, when below the resources to deliver the critical fuels the Global energy markets in 2025 remained target gearing range, up to 100 per cent world needs for the foreseeable future. volatile, driven by persistent geopolitical of all-in free cash flow could potentially Decarbonisation remains central to our tensions and a slowdown in economic be returned to shareholders. Returns business and has been embedded in growth, with energy security and are delivered via cash dividends and the first horizon of our strategy. We are affordability increasingly valued. Despite or share buybacks, subject to market actively investing in carbon reduction short-term uncertainty, structural conditions and Board approval. initiatives across our operations, including demand for hydrocarbons continues The CAF enables planning and decision- CCS to provide large-scale",0.9159,0.7109,1.0,Governance & Policy,"['ORG', 'DATE', 'PERSON', 'DATE', 'ORG', 'NORP', 'PERSON', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'PERSON', 'PERSON', 'LOC', 'ORG', 'LOC', 'GPE', 'CARDINAL', 'ORG', 'PERSON', 'ORG', 'ORG', 'CARDINAL', 'QUANTITY', 'ORG', 'DATE', 'DATE', 'CARDINAL', 'MONEY', 'ORG', 'ORDINAL', 'ORG', 'ORG']"
Santos,esg_report,"the first horizon of our strategy. We are affordability increasingly valued. Despite or share buybacks, subject to market actively investing in carbon reduction short-term uncertainty, structural conditions and Board approval. initiatives across our operations, including demand for hydrocarbons continues The CAF enables planning and decision- CCS to provide large-scale emissions unabated. While renewable capacity is making that ensures shareholder returns reduction services for Santos and, in the further deployed, it has not replaced and balance sheet strength while future, potentially third party customers. existing energy sources. Coal, oil and gas reinvesting in value-accretive growth. These initiatives have the potential to consumption continues to increase to It ensures that growth opportunities, create new revenue streams and position meet growing energy demand.1 decarbonisation projects and low-carbon Santos as a leader in climate resilience. LNG demand is forecast to grow across fuel developments are advanced within a The build and grow pillar of our strategy Asia-Pacific, led by China in the early robust financial framework. reflects our focus on disciplined 2030s and emerging economies in South development of upstream resources, and Southeast Asia into the 2040s.2 leveraging and growing our infrastructure Flexible contracting and portfolio position, and potentially establishing optimisation are reshaping trade flows. a commercial third-party carbon Santos proximity to key growth markets management services business. This and growing equity volumes position positions us to unlock the value from us to capture value through trading our resources and expand infrastructure opportunities. capacity to meet growing energy demand Oil demand remains resilient through both domestically in Australia and across to the end of this decade, supported the Asia-Pacific growth region. by aviation, petrochemicals and heavy Alongside this, we aim to develop new transport. Wood Mackenzie projects an low carbon fuels, as energy markets and additional 20 million barrels per day of customer demand evolve. These initiatives new supply will be required by 2035 to complement our decarbonisation offset natural decline.3 Santos liquids strategy and create new potential growth portfolio, including the Pikka project opportunities for Santos in a lower carbon in Alaska is well-positioned to provide future. diversification and strong cash flow resilience. 1 IEA 2025. World Energy Outlook 2025. 2 Wood Mackenzie, Global gas: Asia regional market report, November 2025. 3 Wood Mackenzie, Macro oils investment horizon outlook 2025, November 2025. 8",0.9576,0.5388,0.3333,Emissions & Carbon,"['ORDINAL', 'ORG', 'ORG', 'PERSON', 'ORDINAL', 'GPE', 'ORG', 'LOC', 'GPE', 'DATE', 'LOC', 'LOC', 'GPE', 'ORDINAL', 'GPE', 'GPE', 'DATE', 'LOC', 'ORG', 'DATE', 'GPE', 'ORG', 'PERSON', 'GPE', 'CARDINAL', 'DATE', 'DATE', 'CARDINAL', 'LOC', 'DATE', 'CARDINAL', 'ORG', 'DATE', 'DATE', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Executing our strategy ESG excellence Backfill, sustain and decarbonise Delivery of our strategy is Santos aims to be a leading supplier of domestic gas in Australia, and LNG and reflected in improved ESG liquids into Asian growth markets performance. Santos seeks to provide low carbon fuels by decarbonising our own operations Santos actively engages with ESG including through carbon capture and storage. ratings as part of our ongoing 2025 progress commitment to improving our Successful delivery and start-up of Barossa LNG project reporting and disclosures. Our 2025 performance included industry- Continued operations at Moomba CCS, receiving 907,872ACCUs leading results in the S P Corporate Completed Bayu-Undan CCS front-end engineering and design (FEED) Sustainability Assessment and Tie-back of Halyard-2 completed ahead of schedule and above planned rates MSCI s ESG Ratings. Completed FEED on the KPS FSO project, and progressed FEED for upcoming PNG LNG backfill projects, the APF Tie-In and Papua LNG. Build and grow S P Corporate Sustainability Assessment (CSA) Santos aims to leverage existing infrastructure to grow profitable gas, LNG and liquids production for domestic and Asian markets and establish a commercially Top eight per cent among our viable third-party carbon management services business. peers. Santos has improved our S P CSA score in 2025 from 55 to 2025 progress 61 with very high data availability. Advanced Pikka phase 1 project, on track for first oil in late Q1 2026, strengthening Santos portfolio of long-life, high-value growth projects Hunter Gas Pipeline and Narrabri Lateral Pipeline Indigenous Land Use Agreement authorised, four customer Memorandums of Understanding (MOUs) signed and approximately 34 per cent of landholders signed easement deeds Submitted all approvals for Beetaloo appraisal program. Low carbon fuels Santos will seek to provide low carbon fuels by decarbonising our own operations, establishing a commercial third-party carbon management services business and developing new low carbon fuels as energy markets and customer demand evolve. 2025 progress Santos completed early engineering studies on a synthetic gas facility in the Cooper Basin with Japanese Gas Utilities Tokyo Gas, Osaka Gas and Toho Gas. MSCI ESG Rating Top quartile among our peers. As of 2025, Santos received an MSCI ESG Rating of AA. We are classified as a leader in Low carbon fuels managing the most significant",0.904,0.4619,1.0,Governance & Policy,"['ORG', 'ORG', 'ORG', 'PERSON', 'GPE', 'ORG', 'ORG', 'NORP', 'PERSON', 'PERSON', 'ORG', 'DATE', 'GPE', 'ORG', 'DATE', 'FAC', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'PERSON', 'PERSON', 'ORG', 'NORP', 'MONEY', 'ORDINAL', 'PERSON', 'DATE', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'ORDINAL', 'DATE', 'PERSON', 'ORG', 'CARDINAL', 'GPE', 'GPE', 'CARDINAL', 'ORG', 'PERSON', 'PERSON', 'ORDINAL', 'DATE', 'ORG', 'LOC', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG']"
Santos,esg_report,"gas facility in the Cooper Basin with Japanese Gas Utilities Tokyo Gas, Osaka Gas and Toho Gas. MSCI ESG Rating Top quartile among our peers. As of 2025, Santos received an MSCI ESG Rating of AA. We are classified as a leader in Low carbon fuels managing the most significant sustainability risks and opportunities. Build and grow Backfill, sustain and decarbonise 2025 2030 2040 2050 9",0.8285,0.7077,0.0,Supply Chain,"['LOC', 'ORG', 'ORG', 'ORG', 'DATE', 'ORG', 'ORG', 'DATE', 'DATE']"
Santos,esg_report,"Santos Annual Report 2025 Creating value with purpose We aim to provide the critical fuels the world needs. This illustration provides a non- exhaustive view of our value chain, outlining current and potential activities and how we seek to create and deliver value for our shareholders, customers and communities. Input Early-stage activities Developments Financial inputs Capital expenditure ( ) 2.4b Direct spend with local suppliers ( ) 1.2b Beetaloo appraisal Queensland upstream CTAP expenditure ( ) PNG exploration Cooper Basin 136m Key elements of capital allocation framework1 Liquefied Natural Gas Production (LNG) Oil and gas assets and other land, buildings, plant and equipment ( ) 22.1b Quokka appraisal Pikka phase 1 Intellectual capability Further Alaska exploration Pikka future phases CCS technology Narrabri Human Bedout exploration WA backfill developments Number of employees (number) 4,028 Female employees ( ) Integrated Oil and Gas 29.6 Indigenous participation ( ) 3.0 Social and relationships Community investment and Geothermal Santos Foundation funding Bayu-Undan CCS Direct air capture 28.7m Low carbon fuels Moomba CCS phase 2 Indigenous agreements 72 agreements Natural Reserves (proved plus probable) Midstream and Energy Solutions 1,484 mmboe 1 Refer to page 8. Carbon credits CCS, Santos operations CCS, third-party Stakeholders Our investors and Local Indigenous Our landholders Our financial community communities communities landowners people 10",0.2212,0.5166,-1.0,Emissions & Carbon,"['ORG', 'CARDINAL', 'ORG', 'CARDINAL', 'ORG', 'GPE', 'PERSON', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'GPE', 'ORG', 'ORG', 'FAC', 'CARDINAL', 'PERSON', 'ORG', 'PERCENT', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'FAC', 'PERCENT', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'GPE', 'GPE', 'GPE', 'ORDINAL', 'PERSON', 'CARDINAL']"
Santos,esg_report,"carbon fuels Moomba CCS phase 2 Indigenous agreements 72 agreements Natural Reserves (proved plus probable) Midstream and Energy Solutions 1,484 mmboe 1 Refer to page 8. Carbon credits CCS, Santos operations CCS, third-party Stakeholders Our investors and Local Indigenous Our landholders Our financial community communities communities landowners people 10 Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Production and processing Marketing and customers OOuuttccoommeess Financial outputs Sales revenue ( ) 4.9b Free cash flow from operations ( ) 1.8b Darwin LNG Dividend payments to shareholders Papua New Guinea LNG Gladstone LNG 770m Production Production volume (mmboe) 87.7 mmboe Asia Pacific Sales volume (mmboe) 93.5 mmboe Scope 1 and 2 net emissions (equity share) 42 reduction2 ACCUs received 907,8723 Intellectual capability West coast gas (Australia) CTAP delivery and outcomes East coast gas (Australia) Human Australia Safety (LTIR) 0.053 Social and relationships Community Investment Framework Moomba Santos Foundation Port Bonython outcomes relating to health, Varanus Island youth opportunities, community development and family and Moomba CCS sexual violence Natural CCS CO2 equivalent stored Carbon credits 1.23 million tonnes of CO2e4 (ACCUs SMCs) 2 F rom our baseline year of 2019-20. Low carbon fuels Liquids LNG Domestic gas 3 Total operated ACCUs. 4 M oomba CCS stored CO2e is stated on a total operated basis. Our suppliers and Our joint venture Governments Our customers Non-government contractors partners and peers and regulators and consumers organisations 11",0.1898,0.0186,1.0,Social & Labour,"['FAC', 'PERCENT', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'GPE', 'GPE', 'GPE', 'ORDINAL', 'PERSON', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'PERSON', 'ORG', 'PERSON', 'ORG', 'CARDINAL', 'CARDINAL', 'LOC', 'CARDINAL', 'PRODUCT', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'LOC', 'GPE', 'LOC', 'GPE', 'CARDINAL', 'ORG', 'PERSON', 'LOC', 'ORG', 'ORG', 'ORG', 'QUANTITY', 'GPE', 'PRODUCT', 'DATE', 'ORG', 'CARDINAL', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Santos Annual Report 2025 Our global portfolio Santos has a portfolio of world-class LNG plants, adjacent to prolific gas resources and diverse integrated oil and gas production assets. Papua New Guinea Papua New Guinea remains a core region for Santos, anchored by PNG LNG, a globally recognised integrated gas project supported by highly reliable upstream fields and processing facilities. The region continued to deliver strong operational performance in 2025, while ongoing development activities, including Hides F2 and the Papua LNG project, position the business for sustained production and future growth. LNG The Hides F2 well was completed for production in the hanging wall reservoir PNG LNG delivered reliable and steady and was brought online in Q4 2025, performance throughout 2025, achieving providing important gas supply to a run rate of 8.6 Mtpa, and shipping PNG LNG. 116 cargoes for the year. 2025 Development momentum for the Papua Santos operated upstream facilities 40.3 mmboe LNG project, operated by TotalEnergies, performed strongly, with 99 per cent continued during the year, with all key reliability at our Central Processing Production workstreams advancing towards FID. Facility in 2025. Work also advanced on the P nyang 6.12 boe Strong production at the two Angore gas project, with pre-FEED engineering wells, which commenced in the fourth definition progressing alongside concept Production cost quarter of 2024, contributed to high selection activities. 2,552m throughput at PNG LNG. Revenue 2,046m EBITDAX Queensland and New South Wales Across Queensland and New South Wales, Santos operates an integrated gas portfolio that links large-scale upstream production with LNG exports and domestic gas markets. Safe and reliable operations were maintained throughout 2025, supported by Santos- operated upstream hubs across Fairview, Roma, Arcadia and Scotia. LNG Domestic gas GLNG remained a stable, high-performing The Narrabri gas project, which is asset in 2025. The GLNG plant produced 100 per cent committed to the domestic 6 Mt of LNG and shipped 101 cargoes of market, has the potential to supply up LNG, maintaining reliable LNG supply to 150 TJ per day to east coast energy to long-term Asian customers. Record customers. Santos continues to progress 2025 daily production was achieved at the agreements. Approximately 34 per cent 14.4 mmboe Roma field (223 TJ per day), underpinned of landholders along the Hunter Gas by high upstream facility reliability (99 Pipeline and Narrabri Lateral Pipeline Production per cent) and continued strong field routes had signed easement deeds performance across the",0.9215,0.7582,0.3333,Governance & Policy,"['ORG', 'DATE', 'PERSON', 'ORG', 'ORG', 'PERSON', 'ORG', 'DATE', 'ORG', 'NORP', 'ORG', 'ORG', 'ORG', 'DATE', 'DATE', 'CARDINAL', 'ORG', 'CARDINAL', 'DATE', 'DATE', 'GPE', 'CARDINAL', 'ORG', 'ORG', 'MONEY', 'DATE', 'ORG', 'DATE', 'CARDINAL', 'CARDINAL', 'ORDINAL', 'DATE', 'CARDINAL', 'ORG', 'CARDINAL', 'GPE', 'ORG', 'LOC', 'PERSON', 'ORG', 'DATE', 'ORG', 'GPE', 'GPE', 'ORG', 'ORG', 'DATE', 'MONEY', 'CARDINAL', 'ORG', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'LOC', 'NORP', 'CARDINAL', 'QUANTITY', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG']"
Santos,esg_report,"was achieved at the agreements. Approximately 34 per cent 14.4 mmboe Roma field (223 TJ per day), underpinned of landholders along the Hunter Gas by high upstream facility reliability (99 Pipeline and Narrabri Lateral Pipeline Production per cent) and continued strong field routes had signed easement deeds performance across the upstream system. permitting pipeline to be located on their 7.04 boe properties. Cadastral surveys, cultural Development activity remained robust, heritage and environmental assessments Production cost with 179 wells drilled, and a multi-year and all other licensing arrangements also program advancing in Fairview, including progressed. 1,147m compressor upgrades and new gathering infrastructure to sustain long-term gas In 2025, GLNG seasonal shaping Revenue deliverability. delivered 11 PJs domestically. 634m EBITDAX 12",0.8831,0.5489,1.0,Other,"['QUANTITY', 'CARDINAL', 'CARDINAL', 'ORG', 'ORG', 'CARDINAL', 'CARDINAL', 'DATE', 'ORG', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Overview Sustainability Sustainability Governance Reserves Directors Remuneration Financial Additional Report Report Statement Report Report Report information (voluntary) (mandatory) Northern Australia and Timor-Leste Northern Australia and Timor-Leste are central to Santos long-term LNG growth strategy, with Barossa LNG, supported by DLNG and the proposed Bayu-Undan CCS project, positioning the region as a key hub for reliable, lower carbon LNG supply into Asian markets. Barossa LNG DLNG is regulated by NT WorkSafe and operates under a Major Hazard Facility Barossa LNG became operational in licence based on a Safety Case accepted 2025, marking a major milestone for by the regulator. The licence is renewed Santos. Project construction, which on a five-yearly basis, with the most commenced in 2021, included the new recent renewal in July 2025. BW Opal FPSO (floating production, 2025 storage and offloading vessel), Barossa LNG drilling has been completed associated subsea infrastructure, a on the six-well campaign, with each well 0.4 mmboe 262-kilometre Gas Export Pipeline, intersecting excellent reservoir quality and the 123-kilometre Darwin Pipeline and expected average deliverability of Production Duplication, connecting the offshore 300 mmscf per day. Well testing has facilities to the existing DLNG plant. also been completed across the program. 64.51 boe The Darwin LNG Life Extension work 2025 results were underpinned by Production cost scope, undertaken to support long-term cessation of Bayu-Undan field production processing of Barossa gas, was also in June 2025 and commencement of 32m completed during the year, extending Suspension of Operations activities, with Revenue the facility s operating life for around planned well suspension completed in 20 years. The Santos-operated DLNG December 2025. 37m plant has the capacity to produce approximately 3.7 Mtpa of LNG. EBITDAX loss Western Australia Santos is the operator of the Varanus Island and Devil Creek domestic gas processing facilities and a joint venture partner in the Macedon gas facility, all supplied by offshore fields. Oil and gas Production at the Ningaloo Vision FPSO ceased in May 2025, following more than Western Australia delivered a strong 60 million barrels of low-sulphur crude operational performance in 2025, production since 2010. underpinned by increasing domestic gas supply and high facility reliability. Decommissioning progressed safely across the asset base, including Domestic gas production was up 15 completion of the MEFF 11-well campaign per cent compared to 2024, supported 2025 and key preparatory works at the Harriet by the Halyard-2 infill well performing Alpha platform. 20.7 mmboe above expectations and Varanus Island",0.7714,0.2304,1.0,Waste & Circular Economy,"['ORG', 'LOC', 'ORG', 'GPE', 'GPE', 'ORG', 'PERSON', 'ORG', 'FAC', 'ORG', 'NORP', 'PERSON', 'ORG', 'PERSON', 'ORG', 'DATE', 'GPE', 'DATE', 'DATE', 'DATE', 'ORG', 'DATE', 'PERSON', 'CARDINAL', 'QUANTITY', 'QUANTITY', 'QUANTITY', 'PERSON', 'ORG', 'QUANTITY', 'ORG', 'CARDINAL', 'PERSON', 'PERSON', 'DATE', 'ORG', 'PERSON', 'DATE', 'CARDINAL', 'DATE', 'ORG', 'DATE', 'PERSON', 'ORG', 'DATE', 'CARDINAL', 'CARDINAL', 'ORG', 'LOC', 'LOC', 'ORG', 'ORG', 'DATE', 'LOC', 'QUANTITY', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'PRODUCT', 'PERSON', 'QUANTITY', 'LOC']"
Santos,esg_report,"reliability. Decommissioning progressed safely across the asset base, including Domestic gas production was up 15 completion of the MEFF 11-well campaign per cent compared to 2024, supported 2025 and key preparatory works at the Harriet by the Halyard-2 infill well performing Alpha platform. 20.7 mmboe above expectations and Varanus Island reliability averaging 99 per cent across Production the year. 6.17 boe Production cost 780m Revenue 540m EBITDAX 13",0.6659,0.7808,1.0,Other,"['CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'PRODUCT', 'PERSON', 'QUANTITY', 'LOC', 'MONEY', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']"
Santos,esg_report,"Santos Annual Report 2025 Our global portfolio (continued) Cooper Basin Upstream The Cooper Basin is a strategically significant asset for Australia, underpinning energy supply in eastern Australia through its extensive infrastructure network and long- established production base. Central to this is the Moomba Gas Plant, a critical and strategically located processing and transportation hub for natural gas supplied to Australia s east coast and to GLNG. Oil and gas The Moomba South Granite Wash program continued to perform to plan, The Cooper Basin delivered a resilient with Moomba-390ST1 and Moomba- operational performance in 2025 despite 391ST1 producing in line with or above a significant flood event, with water expectations, reinforcing the potential levels not seen since 1974, which resulted 2025 of the play. in widespread access constraints and 12.0 mmboe temporary shut-ins across the region. Drilling activity remained strong, with Production more than 100 wells delivered for the year, building a substantial inventory to 8.55 boe support future production. Production cost1 473m Revenue 208m EBITDAX Midstream and Energy Solutions Cooper Basin Northern Australia and Timor-Leste The Moomba CCS phase 1 project FEED technical engineering activities continues to perform to plan, safely and for the Bayu-Undan CCS project were permanently storing 1.23 Mt of CO2e into completed in 2025. Santos continues depleted reservoirs in 2025 and achieving to engage with Timor-Leste on the the project s first issuance of ACCUs. regulatory and fiscal frameworks and approvals required to progress the Santos also progressed evaluation of four project towards FID readiness. sites for a geothermal pilot project within the geothermal acreage in the Cooper Western Australia Basin. Geothermal power generation 2025 The Reindeer CCS project continues in has the potential to further decarbonise early-stage FEED, alongside ongoing 2.71 boe Cooper Basin operations and support customer engagements. Approvals work future low carbon fuels development. remains underway following submission Production cost1 In 2025, FID was made for the Cooper of the Declaration of Storage Formation 1.23 Midstream Simplification project, which to the National Offshore Petroleum Titles will drive cost savings by simplifying the Administrator in November 2024. Million tonnes of CO2e stored2 processing configuration at Moomba Plant and Port Bonython. It supports our 166m long-term strategy to maintain profitable Cooper Basin operations. Revenue 92m EBITDAX 1 2025 integrated Cooper Basin unit production cost: 11.26 boe. 2 M oomba CCS stored CO2e is stated on a total operated basis STO equity 0.82 MtCO2e. 14",0.9094,0.467,0.5,Governance & Policy,"['ORG', 'DATE', 'GPE', 'GPE', 'ORG', 'GPE', 'LOC', 'ORG', 'WORK_OF_ART', 'PERSON', 'DATE', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'GPE', 'CARDINAL', 'ORG', 'CARDINAL', 'DATE', 'DATE', 'ORG', 'ORDINAL', 'PERSON', 'CARDINAL', 'FAC', 'DATE', 'CARDINAL', 'LOC', 'DATE', 'WORK_OF_ART', 'ORG', 'DATE', 'ORG', 'CARDINAL', 'LOC', 'CARDINAL', 'DATE', 'LOC', 'CARDINAL', 'CARDINAL', 'ORG', 'CARDINAL', 'CARDINAL']"
